Incident_ID,Created_At,Country,Stream,Severity,Business_Impact,Status,Aging_Hours,Escalated,Escalation_Level,Recovery_Time_Hours,Recurrence,Hypercare_Phase,War_Room,Decision_Cycle_Min,Cross_Team_Dependency,Executive_Visibility,Rollback_Readiness,HSI,ORE,SV,SFI,CCE,RRS
INC940157,2026-04-12 20:00:00,Canada,FI,Sev1,Critical,Open,20,Yes,L1,19,No,Week 1,LATAM Command Center,39,High,Low,71,74,66,5,53,89,75
INC940158,2026-04-11 23:00:00,Chile,TM,Sev1,Critical,Open,70,No,None,15,Yes,Week 3,North America War Room,106,High,Low,94,77,61,16,84,58,69
INC940159,2026-04-10 01:00:00,Argentina,ABAP,Sev3,High,Monitoring,21,No,None,33,No,Week 1,North America War Room,14,Low,Medium,90,78,72,-12,77,78,73
INC940160,2026-04-07 06:00:00,Brazil,Basis,Sev3,High,Open,23,Yes,L1,36,No,Week 3,LATAM Command Center,16,Low,Medium,61,66,24,-9,94,72,78
INC940161,2026-04-06 02:00:00,Chile,CO,Sev4,Low,Resolved,4,Yes,L1,22,No,Week 2,LATAM Command Center,100,High,Medium,70,95,54,11,87,70,92
INC940162,2026-04-10 18:00:00,Canada,MDG,Sev3,High,Resolved,8,Yes,L3,26,Yes,Week 1,North America War Room,35,Low,Low,78,71,43,6,53,76,62
INC940163,2026-04-23 18:00:00,Chile,FI,Sev3,High,Monitoring,4,Yes,L2,31,No,Week 2,North America War Room,22,High,Medium,72,63,37,14,82,85,75
INC940164,2026-04-13 17:00:00,Canada,SD,Sev4,Low,Resolved,4,Yes,L1,21,No,Week 1,LATAM Command Center,47,High,Medium,80,63,15,-10,94,73,74
INC940165,2026-04-05 16:00:00,Chile,SD,Sev3,High,Resolved,20,Yes,L2,10,No,Week 1,LATAM Command Center,21,Low,Low,88,88,64,4,62,59,68
INC940166,2026-04-28 09:00:00,USA,FI,Sev2,Critical,In Progress,14,No,None,12,Yes,Week 2,Global Hypercare Hub,75,Medium,High,70,92,50,-5,70,70,68
INC940167,2026-04-26 15:00:00,Peru,MDG,Sev3,Medium,Resolved,14,Yes,L3,6,No,Week 2,LATAM Command Center,77,High,Low,80,69,33,16,64,83,99
INC940168,2026-04-19 11:00:00,Canada,TM,Sev3,Medium,In Progress,15,No,None,24,No,Week 3,North America War Room,38,Low,Low,62,91,27,-11,80,67,93
INC940169,2026-04-22 11:00:00,USA,Basis,Sev4,Medium,Resolved,6,No,None,29,No,Week 3,North America War Room,12,High,High,61,82,67,8,95,56,80
INC940170,2026-04-18 22:00:00,Colombia,CO,Sev2,Critical,Open,17,No,None,12,Yes,Week 3,Global Hypercare Hub,49,High,High,86,91,71,18,67,81,66
INC940171,2026-04-24 10:00:00,Canada,MM,Sev4,Low,Resolved,10,No,None,18,No,Week 2,Global Hypercare Hub,76,Medium,Medium,97,66,59,2,87,78,90
INC940172,2026-04-27 09:00:00,Canada,MM,Sev4,Medium,Monitoring,6,No,None,31,Yes,Week 2,LATAM Command Center,34,High,Low,70,67,34,15,77,70,78
INC940173,2026-04-20 18:00:00,Chile,CO,Sev3,High,Monitoring,10,Yes,L3,30,No,Week 2,Global Hypercare Hub,62,Low,Medium,85,76,52,3,66,67,82
INC940174,2026-04-09 18:00:00,Argentina,FI,Sev2,Critical,In Progress,27,Yes,L1,29,No,Week 4,North America War Room,95,Medium,High,99,80,51,-1,88,68,87
INC940175,2026-04-16 21:00:00,Mexico,SD,Sev4,Low,Open,2,No,None,32,No,Week 3,North America War Room,31,High,Low,82,73,35,3,83,94,76
INC940176,2026-04-03 03:00:00,Peru,FI,Sev4,Medium,Resolved,11,Yes,L1,23,Yes,Week 1,North America War Room,43,High,Low,74,66,30,-5,91,67,85
INC940177,2026-04-29 08:00:00,Canada,MDG,Sev3,High,Monitoring,4,Yes,L1,14,No,Week 1,Global Hypercare Hub,40,Low,Low,65,81,64,-3,89,86,92
INC940178,2026-04-02 18:00:00,Chile,TM,Sev4,Medium,Monitoring,12,No,None,32,No,Week 4,LATAM Command Center,12,Medium,High,65,70,71,-6,91,62,85
INC940179,2026-04-20 19:00:00,Canada,CO,Sev3,High,Resolved,18,Yes,L3,27,Yes,Week 3,Global Hypercare Hub,16,Medium,Low,97,61,30,1,51,98,64
INC940180,2026-04-13 21:00:00,Colombia,ABAP,Sev4,Medium,Monitoring,10,Yes,L1,10,Yes,Week 1,Global Hypercare Hub,75,Low,Medium,94,92,65,-8,71,93,85
INC940181,2026-04-25 11:00:00,USA,SD,Sev4,Medium,Monitoring,5,No,None,20,Yes,Week 2,LATAM Command Center,120,Low,Medium,90,60,61,14,76,58,70
INC940182,2026-04-10 03:00:00,Brazil,MM,Sev4,Low,Resolved,11,Yes,L3,33,Yes,Week 1,LATAM Command Center,71,Medium,Low,65,66,21,0,93,84,80
INC940183,2026-04-24 13:00:00,Peru,FI,Sev2,Critical,In Progress,25,Yes,L3,32,No,Week 3,LATAM Command Center,29,High,Low,73,96,36,3,94,88,79
INC940184,2026-04-21 01:00:00,Chile,Basis,Sev3,Medium,Resolved,17,No,None,35,No,Week 4,LATAM Command Center,12,Low,High,77,58,42,-5,51,92,69
INC940185,2026-04-28 19:00:00,USA,CO,Sev3,Medium,In Progress,16,No,None,1,Yes,Week 4,Global Hypercare Hub,94,High,Medium,98,68,60,4,81,92,72
INC940186,2026-04-09 23:00:00,Mexico,CO,Sev3,Medium,Resolved,11,Yes,L3,31,No,Week 2,North America War Room,67,Medium,Medium,80,68,65,0,80,95,83
INC940187,2026-04-26 22:00:00,Brazil,TM,Sev3,High,Resolved,12,Yes,L3,25,No,Week 2,North America War Room,87,Low,High,88,85,55,14,85,64,62
INC940188,2026-04-18 20:00:00,Chile,FI,Sev4,Low,Open,6,Yes,L2,23,No,Week 1,North America War Room,50,Medium,Medium,75,64,21,11,62,75,75
INC940189,2026-04-05 15:00:00,Peru,MDG,Sev3,High,In Progress,17,Yes,L1,25,No,Week 4,North America War Room,90,Low,Medium,72,69,63,18,95,74,62
INC940190,2026-04-20 11:00:00,Brazil,MDG,Sev2,High,Resolved,11,Yes,L2,32,No,Week 2,North America War Room,15,High,High,98,75,50,7,91,65,77
INC940191,2026-04-07 15:00:00,Colombia,ABAP,Sev2,High,Open,41,No,None,15,Yes,Week 3,North America War Room,33,High,Medium,75,85,44,-2,69,59,62
INC940192,2026-04-17 23:00:00,USA,Basis,Sev2,Critical,Resolved,41,No,None,25,No,Week 4,Global Hypercare Hub,33,High,Medium,77,96,44,-10,78,65,71
INC940193,2026-04-18 15:00:00,Mexico,CO,Sev4,Low,Open,9,No,None,14,Yes,Week 3,Global Hypercare Hub,15,Medium,Low,77,71,29,-4,78,66,72
INC940194,2026-04-09 17:00:00,Brazil,SD,Sev2,High,Resolved,20,Yes,L3,34,Yes,Week 1,Global Hypercare Hub,117,Low,Low,93,70,57,-10,90,73,71
INC940195,2026-04-16 16:00:00,Colombia,TM,Sev3,Medium,Monitoring,16,Yes,L2,29,Yes,Week 4,North America War Room,24,Low,High,76,84,69,-11,80,83,93
INC940196,2026-04-09 11:00:00,USA,ABAP,Sev2,High,Resolved,8,Yes,L1,12,No,Week 1,LATAM Command Center,56,High,High,96,81,63,-5,78,56,88
INC940197,2026-04-23 16:00:00,Colombia,MM,Sev2,High,In Progress,34,No,None,2,Yes,Week 1,North America War Room,101,Low,High,73,86,42,12,90,79,95
INC940198,2026-04-30 11:00:00,USA,TM,Sev3,High,Monitoring,16,No,None,5,No,Week 4,Global Hypercare Hub,111,Low,Low,80,78,48,17,55,55,83
INC940199,2026-04-08 12:00:00,Argentina,CO,Sev3,High,Open,1,Yes,L1,18,No,Week 2,North America War Room,89,Low,Low,93,74,70,12,54,75,62
INC940200,2026-04-19 06:00:00,Mexico,MDG,Sev4,Medium,Resolved,6,Yes,L2,4,Yes,Week 3,North America War Room,40,High,High,69,67,53,-10,78,76,90
INC940201,2026-04-18 09:00:00,Chile,MDG,Sev4,Low,Resolved,11,Yes,L2,8,No,Week 1,North America War Room,50,Low,Medium,75,80,68,13,48,70,98
INC940202,2026-04-17 13:00:00,Chile,FI,Sev1,Critical,Resolved,14,Yes,L3,8,No,Week 3,Global Hypercare Hub,55,Medium,Medium,89,75,28,-6,77,59,69
INC940203,2026-04-30 05:00:00,Mexico,Basis,Sev1,Critical,Monitoring,33,Yes,L3,30,Yes,Week 4,North America War Room,60,Low,High,67,72,71,-6,95,97,80
INC940204,2026-04-30 03:00:00,Peru,Basis,Sev3,High,Open,22,Yes,L2,2,Yes,Week 1,North America War Room,36,High,High,62,64,24,9,90,71,69
INC940205,2026-04-24 22:00:00,Peru,MDG,Sev3,High,Resolved,17,No,None,33,No,Week 4,Global Hypercare Hub,60,High,High,94,85,43,16,68,74,65
INC940206,2026-04-08 18:00:00,Argentina,MDG,Sev2,High,In Progress,30,Yes,L3,24,No,Week 4,Global Hypercare Hub,40,High,High,83,78,49,17,67,96,61
INC940207,2026-04-25 07:00:00,Peru,MDG,Sev1,Critical,In Progress,22,Yes,L1,29,Yes,Week 1,Global Hypercare Hub,93,Medium,Medium,88,73,33,-9,72,80,86
INC940208,2026-04-20 21:00:00,Peru,FI,Sev2,High,Monitoring,47,Yes,L1,17,Yes,Week 4,Global Hypercare Hub,33,High,Medium,60,68,64,3,57,87,98
INC940209,2026-04-24 14:00:00,Canada,Basis,Sev4,Low,Monitoring,3,Yes,L3,9,No,Week 2,LATAM Command Center,90,High,Low,98,93,35,17,94,81,98
INC940210,2026-04-26 05:00:00,Peru,CO,Sev3,High,Open,23,Yes,L2,16,No,Week 3,LATAM Command Center,96,Medium,Low,78,77,48,4,61,71,69
INC940211,2026-04-30 16:00:00,USA,Basis,Sev4,Medium,Monitoring,4,No,None,19,Yes,Week 4,Global Hypercare Hub,113,Medium,Low,79,69,40,6,83,65,70
INC940212,2026-04-26 11:00:00,Chile,CO,Sev4,Low,Open,9,No,None,18,Yes,Week 3,LATAM Command Center,27,Medium,Low,81,80,42,7,58,62,73
INC940213,2026-04-03 13:00:00,Argentina,FI,Sev2,High,Monitoring,19,No,None,21,No,Week 1,Global Hypercare Hub,78,High,Low,95,85,67,13,66,79,82
INC940214,2026-04-20 14:00:00,Mexico,CO,Sev4,Low,In Progress,8,Yes,L3,34,No,Week 3,Global Hypercare Hub,91,High,Medium,85,93,54,10,62,68,74
INC940215,2026-04-29 05:00:00,Argentina,ABAP,Sev2,High,Monitoring,42,No,None,13,No,Week 2,North America War Room,35,Medium,Low,66,82,42,16,60,62,73
INC940216,2026-04-11 09:00:00,Canada,CO,Sev4,Medium,In Progress,4,Yes,L2,4,Yes,Week 2,Global Hypercare Hub,65,Medium,Low,91,91,18,12,57,94,72
INC940217,2026-04-26 15:00:00,Peru,TM,Sev3,High,Monitoring,2,No,None,3,No,Week 4,LATAM Command Center,107,Medium,High,93,65,25,-11,80,56,61
INC940218,2026-04-20 23:00:00,Brazil,FI,Sev3,Medium,In Progress,11,No,None,33,Yes,Week 4,North America War Room,54,High,Medium,65,90,40,-4,73,55,75
INC940219,2026-04-15 13:00:00,Canada,Basis,Sev3,Medium,Open,17,No,None,30,Yes,Week 2,Global Hypercare Hub,69,Medium,High,66,90,64,12,88,95,61
INC940220,2026-04-12 14:00:00,Peru,MM,Sev3,High,Monitoring,9,No,None,2,No,Week 2,Global Hypercare Hub,35,Medium,Low,61,71,38,18,87,57,69
INC940221,2026-04-16 04:00:00,Mexico,TM,Sev2,High,Monitoring,10,No,None,6,No,Week 4,Global Hypercare Hub,88,High,High,85,58,26,0,69,62,61
INC940222,2026-04-23 09:00:00,Argentina,MM,Sev3,High,In Progress,17,Yes,L2,35,Yes,Week 1,LATAM Command Center,39,High,High,83,78,19,-10,87,93,99
INC940223,2026-04-08 07:00:00,Peru,FI,Sev3,High,Resolved,7,No,None,9,No,Week 1,LATAM Command Center,16,High,Medium,80,91,54,14,50,60,90
INC940224,2026-04-11 08:00:00,Mexico,ABAP,Sev1,Critical,Open,12,Yes,L3,15,No,Week 2,North America War Room,38,High,High,61,93,49,-6,53,87,91
INC940225,2026-04-28 02:00:00,Brazil,FI,Sev1,Critical,In Progress,60,Yes,L1,9,Yes,Week 1,North America War Room,11,Medium,High,76,65,53,-7,66,68,91
INC940226,2026-04-25 16:00:00,USA,TM,Sev4,Medium,Monitoring,12,Yes,L2,4,No,Week 1,Global Hypercare Hub,76,High,Low,81,66,52,3,70,97,85
INC940227,2026-04-25 16:00:00,Colombia,CO,Sev3,High,Resolved,14,No,None,26,No,Week 3,North America War Room,62,Low,High,87,59,21,-8,67,80,75
INC940228,2026-04-20 08:00:00,Chile,TM,Sev4,Medium,In Progress,8,Yes,L2,2,No,Week 1,LATAM Command Center,97,Low,Medium,86,81,58,-9,58,60,88
INC940229,2026-04-16 19:00:00,Brazil,ABAP,Sev3,Medium,Monitoring,11,Yes,L3,3,Yes,Week 2,Global Hypercare Hub,50,Medium,Medium,86,90,63,16,60,90,64
INC940230,2026-04-02 14:00:00,Mexico,ABAP,Sev3,High,Open,12,No,None,8,No,Week 2,Global Hypercare Hub,47,High,Medium,65,76,46,6,48,58,60
INC940231,2026-04-27 23:00:00,USA,Basis,Sev4,Low,Monitoring,7,Yes,L1,30,No,Week 4,North America War Room,23,Low,Low,69,69,26,-3,91,92,82
INC940232,2026-04-21 00:00:00,Brazil,TM,Sev3,Medium,Resolved,13,No,None,33,No,Week 2,Global Hypercare Hub,48,High,Medium,71,61,49,6,48,62,98
INC940233,2026-04-14 00:00:00,Colombia,CO,Sev4,Medium,Open,5,No,None,21,Yes,Week 3,LATAM Command Center,102,Low,Low,97,63,60,5,67,92,77
INC940234,2026-04-12 07:00:00,Brazil,CO,Sev4,Low,Monitoring,10,Yes,L2,36,No,Week 2,LATAM Command Center,81,Medium,Medium,99,60,59,9,61,87,62
INC940235,2026-04-22 14:00:00,Colombia,SD,Sev3,High,In Progress,16,No,None,36,No,Week 4,Global Hypercare Hub,75,High,Medium,94,79,22,13,84,92,79
INC940236,2026-04-21 14:00:00,Chile,MM,Sev3,High,Resolved,20,Yes,L3,26,Yes,Week 2,Global Hypercare Hub,35,Low,High,97,81,27,18,93,58,90
INC940237,2026-04-20 07:00:00,USA,FI,Sev3,High,Open,15,No,None,18,Yes,Week 4,Global Hypercare Hub,12,Medium,Medium,90,63,51,4,93,82,75
INC940238,2026-04-12 21:00:00,Mexico,FI,Sev3,High,Resolved,10,No,None,34,No,Week 3,Global Hypercare Hub,38,High,Medium,67,59,64,15,74,94,87
INC940239,2026-04-06 08:00:00,Peru,CO,Sev4,Low,In Progress,2,No,None,18,No,Week 3,North America War Room,33,Medium,Medium,67,75,33,18,56,82,84
INC940240,2026-04-02 14:00:00,Argentina,CO,Sev3,Medium,In Progress,7,No,None,32,Yes,Week 3,Global Hypercare Hub,46,Low,High,95,67,68,15,64,81,99
INC940241,2026-04-30 20:00:00,Peru,SD,Sev3,High,Open,5,Yes,L2,13,Yes,Week 4,North America War Room,36,Medium,Low,82,69,28,6,53,84,92
INC940242,2026-04-09 17:00:00,Mexico,MM,Sev1,Critical,Resolved,64,Yes,L3,7,Yes,Week 2,Global Hypercare Hub,47,High,Low,97,71,39,-4,50,73,62
INC940243,2026-04-17 12:00:00,Canada,Basis,Sev1,Critical,In Progress,49,No,None,31,No,Week 2,Global Hypercare Hub,111,High,High,95,80,53,4,56,97,82
INC940244,2026-04-04 22:00:00,Brazil,TM,Sev3,High,Resolved,8,No,None,2,Yes,Week 2,North America War Room,12,Low,Low,78,71,72,-7,89,79,93
INC940245,2026-04-22 11:00:00,Peru,MDG,Sev4,Low,In Progress,6,Yes,L1,12,Yes,Week 4,LATAM Command Center,19,High,High,95,76,61,-1,65,75,60
INC940246,2026-04-07 11:00:00,Argentina,FI,Sev3,Medium,In Progress,22,Yes,L2,35,No,Week 1,LATAM Command Center,94,Low,High,62,59,63,1,72,85,66
INC940247,2026-04-20 02:00:00,USA,TM,Sev2,High,Monitoring,9,Yes,L2,29,Yes,Week 3,LATAM Command Center,100,High,High,60,84,49,-11,50,74,98
INC940248,2026-04-20 23:00:00,Peru,ABAP,Sev2,High,Open,47,No,None,23,No,Week 1,North America War Room,73,Low,High,77,86,26,-1,60,74,92
INC940249,2026-04-28 15:00:00,Peru,SD,Sev3,Medium,In Progress,10,Yes,L1,16,No,Week 3,Global Hypercare Hub,97,High,Medium,69,72,66,-9,87,75,99
INC940250,2026-04-02 18:00:00,Argentina,ABAP,Sev3,High,In Progress,3,No,None,2,Yes,Week 3,North America War Room,47,Low,High,93,74,67,6,95,88,90
INC940251,2026-04-26 19:00:00,Canada,TM,Sev4,Medium,Resolved,5,No,None,36,Yes,Week 4,North America War Room,90,High,Medium,89,69,67,3,84,63,68
INC940252,2026-04-09 00:00:00,Chile,SD,Sev3,High,Resolved,17,No,None,24,No,Week 1,North America War Room,95,Medium,Medium,92,93,26,5,84,87,78
INC940253,2026-04-02 04:00:00,USA,Basis,Sev4,Medium,Monitoring,5,Yes,L2,5,Yes,Week 2,Global Hypercare Hub,119,Medium,Medium,89,84,41,-6,85,56,71
INC940254,2026-04-22 22:00:00,Brazil,SD,Sev4,Low,Resolved,4,No,None,22,Yes,Week 1,LATAM Command Center,50,Medium,Low,90,78,27,-10,59,90,85
INC940255,2026-04-16 21:00:00,Peru,TM,Sev3,Medium,Monitoring,16,Yes,L2,27,No,Week 1,Global Hypercare Hub,17,Low,Low,81,72,62,-2,78,98,90
INC940256,2026-04-11 07:00:00,Colombia,ABAP,Sev3,High,Monitoring,18,No,None,1,No,Week 4,LATAM Command Center,83,Low,High,64,80,42,12,91,86,72
INC940257,2026-04-27 16:00:00,Mexico,Basis,Sev2,Critical,Resolved,13,No,None,33,No,Week 2,North America War Room,18,Low,Low,72,88,42,-11,93,84,85
INC940258,2026-04-28 09:00:00,Argentina,FI,Sev2,Critical,Open,10,Yes,L2,36,Yes,Week 1,Global Hypercare Hub,51,High,Low,70,73,52,1,84,60,72
INC940259,2026-04-20 14:00:00,Brazil,MDG,Sev2,High,Monitoring,24,Yes,L3,10,No,Week 1,Global Hypercare Hub,65,Medium,High,70,94,53,-4,64,93,93
INC940260,2026-04-14 10:00:00,Chile,MDG,Sev4,Low,Open,3,No,None,32,No,Week 1,LATAM Command Center,90,Low,Medium,79,95,38,-11,52,90,74
INC940261,2026-04-27 08:00:00,Brazil,MM,Sev2,High,In Progress,32,Yes,L3,19,Yes,Week 3,North America War Room,51,Medium,High,86,76,42,3,50,92,80
INC940262,2026-04-02 22:00:00,Mexico,CO,Sev4,Medium,Open,10,Yes,L3,36,Yes,Week 3,LATAM Command Center,106,Low,High,66,92,24,2,80,76,66
INC940263,2026-04-06 03:00:00,Brazil,TM,Sev4,Low,Monitoring,1,Yes,L1,12,Yes,Week 3,LATAM Command Center,80,Medium,Low,95,59,59,18,63,73,62
INC940264,2026-04-01 17:00:00,Colombia,Basis,Sev3,High,In Progress,23,No,None,33,No,Week 3,North America War Room,105,High,Medium,97,76,46,-5,91,71,79
INC940265,2026-04-17 15:00:00,Argentina,FI,Sev1,Critical,Open,63,Yes,L3,9,Yes,Week 3,North America War Room,39,High,Medium,87,74,17,1,82,58,65
INC940266,2026-04-25 20:00:00,Mexico,FI,Sev4,Low,Open,12,Yes,L2,30,Yes,Week 4,Global Hypercare Hub,108,Medium,Low,75,91,65,-3,92,79,61
INC940267,2026-04-01 20:00:00,Canada,CO,Sev4,Low,Resolved,6,Yes,L1,7,Yes,Week 3,LATAM Command Center,84,High,High,74,71,49,-8,70,62,75
INC940268,2026-04-01 00:00:00,Brazil,ABAP,Sev3,Medium,Open,4,No,None,23,Yes,Week 2,North America War Room,31,High,Medium,77,94,42,-7,79,58,77
INC940269,2026-04-06 08:00:00,Peru,TM,Sev3,Medium,In Progress,16,Yes,L2,9,No,Week 1,LATAM Command Center,119,High,Low,78,71,28,1,80,67,76
INC940270,2026-04-15 11:00:00,Canada,TM,Sev4,Medium,Monitoring,1,No,None,7,No,Week 4,Global Hypercare Hub,15,Medium,Low,97,79,31,13,48,84,88
INC940271,2026-04-19 00:00:00,USA,FI,Sev2,Critical,Open,22,Yes,L1,10,Yes,Week 3,LATAM Command Center,30,High,Low,91,75,61,15,75,60,87
INC940272,2026-04-15 07:00:00,Colombia,Basis,Sev3,High,Monitoring,23,Yes,L3,31,No,Week 1,Global Hypercare Hub,19,Medium,High,64,81,44,0,70,93,63
INC940273,2026-04-14 10:00:00,Mexico,Basis,Sev2,High,Monitoring,4,Yes,L2,20,No,Week 1,LATAM Command Center,92,Medium,High,68,95,15,11,95,81,93
INC940274,2026-04-21 15:00:00,USA,TM,Sev4,Low,In Progress,9,Yes,L2,32,Yes,Week 2,North America War Room,39,High,Medium,94,59,66,9,67,81,80
INC940275,2026-04-14 05:00:00,USA,CO,Sev3,High,Resolved,18,No,None,22,No,Week 3,LATAM Command Center,34,High,Medium,69,70,52,17,58,92,68
INC940276,2026-04-11 16:00:00,Argentina,Basis,Sev4,Low,Open,11,No,None,24,No,Week 3,Global Hypercare Hub,13,Medium,Low,80,87,69,-7,65,70,73
INC940277,2026-04-17 18:00:00,USA,SD,Sev3,High,Open,6,Yes,L2,27,Yes,Week 2,Global Hypercare Hub,23,High,Medium,73,79,68,14,88,83,65
INC940278,2026-04-13 16:00:00,Mexico,CO,Sev3,Medium,Resolved,1,Yes,L3,30,No,Week 4,Global Hypercare Hub,87,Medium,Low,70,80,23,-12,91,63,92
INC940279,2026-04-12 22:00:00,Mexico,Basis,Sev3,High,Resolved,13,No,None,6,Yes,Week 1,LATAM Command Center,24,Low,Medium,63,63,69,11,57,72,66
INC940280,2026-04-20 09:00:00,Brazil,ABAP,Sev4,Low,Monitoring,9,Yes,L2,28,No,Week 3,LATAM Command Center,19,High,Low,75,84,17,11,55,55,66
INC940281,2026-04-23 15:00:00,USA,CO,Sev4,Medium,Resolved,10,No,None,9,No,Week 3,North America War Room,106,Low,High,87,61,20,-11,68,61,89
INC940282,2026-04-15 09:00:00,USA,CO,Sev4,Low,Open,3,Yes,L3,23,No,Week 4,North America War Room,114,Medium,Medium,83,80,53,11,89,64,63
INC940283,2026-04-11 23:00:00,Chile,MDG,Sev3,Medium,Monitoring,22,No,None,15,No,Week 3,Global Hypercare Hub,28,Low,Medium,75,69,40,-10,62,57,92
INC940284,2026-04-13 07:00:00,Mexico,Basis,Sev1,Critical,Resolved,25,No,None,28,No,Week 4,Global Hypercare Hub,74,Low,Low,73,93,31,-4,83,83,80
INC940285,2026-04-14 16:00:00,Brazil,CO,Sev4,Low,In Progress,5,Yes,L2,22,No,Week 2,Global Hypercare Hub,94,High,Medium,84,78,15,-9,92,55,92
INC940286,2026-04-02 21:00:00,Canada,MDG,Sev4,Medium,In Progress,3,Yes,L2,29,Yes,Week 3,LATAM Command Center,28,Low,Low,93,88,53,9,68,93,73
INC940287,2026-04-03 05:00:00,Argentina,Basis,Sev4,Low,Resolved,8,No,None,22,No,Week 4,North America War Room,71,Medium,Medium,98,93,22,11,62,62,67
INC940288,2026-04-11 07:00:00,Brazil,TM,Sev3,Medium,Resolved,17,Yes,L2,20,No,Week 1,Global Hypercare Hub,85,Low,High,80,79,17,-5,91,60,75
INC940289,2026-04-14 21:00:00,Colombia,Basis,Sev4,Low,Open,2,Yes,L3,27,No,Week 2,North America War Room,70,Medium,High,72,96,26,-11,81,73,62
INC940290,2026-04-02 03:00:00,Canada,FI,Sev3,High,Monitoring,24,Yes,L1,7,Yes,Week 1,LATAM Command Center,100,Medium,Low,60,81,21,-10,80,69,65
INC940291,2026-04-09 01:00:00,Brazil,SD,Sev3,Medium,Resolved,14,Yes,L1,28,Yes,Week 4,LATAM Command Center,30,High,Medium,93,96,16,-5,93,64,62
INC940292,2026-04-29 17:00:00,Argentina,MDG,Sev3,Medium,Open,17,Yes,L3,22,Yes,Week 2,LATAM Command Center,108,High,Low,76,85,24,-3,91,71,84
INC940293,2026-04-15 11:00:00,Argentina,MM,Sev3,High,Monitoring,4,No,None,32,Yes,Week 3,LATAM Command Center,61,High,High,77,63,21,9,67,78,73
INC940294,2026-04-01 23:00:00,USA,MDG,Sev4,Low,Resolved,5,No,None,17,Yes,Week 3,LATAM Command Center,74,Medium,Low,89,88,67,2,50,80,95
INC940295,2026-04-04 02:00:00,Mexico,TM,Sev4,Medium,Open,7,No,None,13,Yes,Week 3,North America War Room,97,Low,High,76,83,35,-9,90,82,82
INC940296,2026-04-30 10:00:00,Chile,Basis,Sev1,Critical,Resolved,69,No,None,29,Yes,Week 4,Global Hypercare Hub,93,Medium,Low,92,59,68,-7,65,89,96
INC940297,2026-04-29 18:00:00,Colombia,SD,Sev3,High,Monitoring,5,No,None,1,Yes,Week 4,LATAM Command Center,42,High,High,100,89,63,-8,80,72,62
INC940298,2026-04-15 10:00:00,Peru,SD,Sev4,Medium,In Progress,5,No,None,26,Yes,Week 4,LATAM Command Center,120,Low,Medium,66,85,25,15,66,74,63
INC940299,2026-04-29 12:00:00,Mexico,FI,Sev4,Low,In Progress,6,No,None,33,No,Week 3,North America War Room,120,Medium,Medium,89,95,33,9,52,69,66
INC940300,2026-04-11 02:00:00,Colombia,SD,Sev2,High,In Progress,32,Yes,L1,27,No,Week 1,Global Hypercare Hub,35,Low,High,68,86,42,6,95,89,67
INC940301,2026-04-20 12:00:00,Brazil,MM,Sev1,Critical,Monitoring,10,No,None,32,No,Week 3,LATAM Command Center,18,High,High,64,68,36,8,58,72,99
INC940302,2026-04-24 08:00:00,Mexico,ABAP,Sev2,High,Monitoring,4,Yes,L2,31,Yes,Week 4,Global Hypercare Hub,33,Medium,Low,95,67,37,-5,83,80,89
INC940303,2026-04-12 02:00:00,Chile,SD,Sev3,High,Monitoring,16,Yes,L3,22,No,Week 4,North America War Room,53,High,Medium,62,89,49,14,90,70,96
INC940304,2026-04-15 11:00:00,Colombia,MDG,Sev3,High,Monitoring,8,No,None,9,No,Week 2,North America War Room,98,Low,Low,62,77,31,6,87,59,61
INC940305,2026-04-24 11:00:00,Colombia,ABAP,Sev4,Low,In Progress,3,Yes,L2,30,Yes,Week 1,LATAM Command Center,89,Medium,Medium,83,58,62,-1,88,93,98
INC940306,2026-04-28 05:00:00,USA,MDG,Sev3,Medium,Resolved,2,No,None,33,No,Week 3,Global Hypercare Hub,117,Low,Medium,67,58,56,9,53,55,85
INC940307,2026-04-27 05:00:00,Canada,FI,Sev3,High,Monitoring,18,Yes,L1,6,Yes,Week 1,LATAM Command Center,96,High,Low,88,62,17,16,76,62,87
INC940308,2026-04-12 12:00:00,Canada,Basis,Sev2,High,Resolved,7,No,None,29,Yes,Week 1,LATAM Command Center,40,Medium,Medium,80,69,45,0,95,85,80
INC940309,2026-04-20 01:00:00,USA,TM,Sev4,Medium,In Progress,2,No,None,15,No,Week 1,LATAM Command Center,83,High,Medium,61,76,34,-1,62,74,82
INC940310,2026-04-07 01:00:00,Brazil,FI,Sev4,Medium,Resolved,3,Yes,L2,26,Yes,Week 4,LATAM Command Center,34,Low,High,71,61,66,-4,85,59,81
INC940311,2026-04-03 10:00:00,Peru,SD,Sev4,Low,Monitoring,10,No,None,26,No,Week 4,LATAM Command Center,35,High,Medium,70,61,70,18,56,56,92
INC940312,2026-04-27 18:00:00,Brazil,MDG,Sev4,Low,Open,6,Yes,L3,21,No,Week 2,LATAM Command Center,41,Low,High,93,88,30,17,95,66,69
INC940313,2026-04-15 05:00:00,Canada,Basis,Sev2,High,Resolved,18,No,None,8,Yes,Week 1,LATAM Command Center,109,High,Medium,98,87,28,15,92,88,60
INC940314,2026-04-18 10:00:00,Canada,ABAP,Sev3,High,In Progress,24,No,None,31,Yes,Week 4,LATAM Command Center,53,Medium,Low,94,87,31,17,77,71,64
